     15,A:A,H_qe/H_i,cis-S/H,1
      9,G:U,H_i/H_qe,cis-S/H,1
      6,G:U,H_qe/H_i,cis-S/H,3
      5,G:U,H_i/H_qe,cis-S/H,3
      5,G:U,H_ie/H_e,cis-S/H,2
      5,A:A,H_i/H_i,cis-S/H,1
      4,G:U,H_ie/H_ie,cis-S/H,1
      4,A:A,H_i/H_qe,cis-S/H,2
      4,A:A,H_i/H_qe,cis-S/H,1
      3,C:A,H_i/H_qe,cis-S/H,1
      2,G:U,H_ie/H_ie,cis-S/H,2
      2,A:A,H_qe/H_i,cis-S/H,3
      1,U:A,H_qe/H_i,cis-S/H,2
      1,G:U,H_i/H_qe,cis-S/H,2
      1,G:U,H_ie/H_e,cis-S/H,3
      1,G:G,H_i/H_qe,cis-S/H,2
      1,C:C,H_i/H_qe,cis-S/H,1
      1,C:A,H_i/H_qe,cis-S/H,2
      1,A:A,H_qe/H_i,cis-S/H,4
      1,A:A,H_ie/H_e,cis-S/H,1
